"","bin","state","type","dis_sd","dis_var","h_sd","h_var","bin2","f","cf"
"71","states_7_9_64","3' Transcription","No Known Liver Disease",0.165221180132992,0.0272980383645386,0.195117096849876,0.0380706814831238,71,0.71703571622797,1.22393322372453
"72","states_7_9_67","3' Transcription","No Known Liver Disease",0.174712560051364,0.0305244786397016,0.229802327770047,0.0528091098485322,72,0.578015397859428,1.22393322372453
"73","states_7_9_73","3' Transcription","No Known Liver Disease",0.177774941586023,0.0316039298559139,0.215049713570096,0.0462463793065805,73,0.683381711817965,1.22393322372453
"74","states_7_9_74","3' Transcription","No Known Liver Disease",0.167602140918781,0.028090477640559,0.159461502523564,0.0254279707870726,74,1.10470779897388,1.22393322372453
"75","states_7_9_75","3' Transcription","No Known Liver Disease",0.178716485341938,0.0319395821329751,0.204338386732199,0.0417541762923178,75,0.764943413309571,1.22393322372453
"76","states_7_9_81","3' Transcription","No Known Liver Disease",0.177500763037275,0.0315065208788149,0.206778789191996,0.0427574676597079,76,0.736865923154396,1.22393322372453
"77","states_7_9_82","3' Transcription","No Known Liver Disease",0.173012778083273,0.0299334213800918,0.182994420423307,0.0334869579060619,77,0.893882969723957,1.22393322372453
"78","states_7_9_89","3' Transcription","No Known Liver Disease",0.177022546587139,0.0313369820001959,0.206170862353312,0.0425064244835085,78,0.737229310180017,1.22393322372453
"79","states_7_9_9","3' Transcription","No Known Liver Disease",0.198521408885696,0.0394107497859616,0.206129232735796,0.0424892605882481,79,0.927546143197936,1.22393322372453
"80","states_7_9_90","3' Transcription","No Known Liver Disease",0.19436458708169,0.0377775927114359,0.180426392699134,0.0325536831824222,80,1.16047061402362,1.22393322372453
"81","states_7_9_91","3' Transcription","No Known Liver Disease",0.200610840249751,0.0402447092257111,0.195587953765287,0.0382546476580921,81,1.05202143241275,1.22393322372453
"82","states_7_9_99","3' Transcription","No Known Liver Disease",0.189549437247323,0.0359289891607768,0.186254083717509,0.0346905837014487,82,1.03569860541944,1.22393322372453
"83","states_1_5_113","Activating","No Known Liver Disease",0.139144412531371,0.0193611675387004,0.207325800444215,0.0429839875298347,83,0.450427441736578,1.22393322372453
"84","states_1_5_140","Activating","No Known Liver Disease",0.141879867779667,0.0201298968811757,0.170735531095772,0.0291506215785555,84,0.690547775351185,1.22393322372453
"85","states_1_5_174","Activating","No Known Liver Disease",0.213838222075407,0.045726785220371,0.241123595878424,0.0581405884893415,85,0.786486453069765,1.22393322372453
"86","states_1_5_189","Activating","No Known Liver Disease",0.198300175638893,0.0393229596584157,0.203744977085189,0.0415120156874442,86,0.947266930001411,1.22393322372453
"87","states_1_5_195","Activating","No Known Liver Disease",0.214469924642227,0.0459973485760424,0.257330217777809,0.0662188409815744,87,0.694626301128426,1.22393322372453
"88","states_1_5_211","Activating","No Known Liver Disease",0.173916220484092,0.0302468517474714,0.192848607091053,0.0371905852569593,88,0.81329324447271,1.22393322372453
"89","states_1_5_22","Activating","No Known Liver Disease",0.156431183794946,0.0244707152634881,0.189404430674453,0.0358740383591136,89,0.682128814674455,1.22393322372453
"90","states_1_5_228","Activating","No Known Liver Disease",0.186397346683745,0.0347439708507404,0.200939877998249,0.0403768345699512,90,0.860492686482094,1.22393322372453
"91","states_1_5_287","Activating","No Known Liver Disease",0.149759772752372,0.0224279895348422,0.163264527271577,0.0266553058652116,91,0.841408072683699,1.22393322372453
"92","states_1_5_310","Activating","No Known Liver Disease",0.16587910560772,0.027515877677217,0.197162899231652,0.0388732088334308,92,0.707836540974037,1.22393322372453
"93","states_1_5_321","Activating","No Known Liver Disease",0.175785069345379,0.0309003906047596,0.183434735001952,0.0336483020052365,93,0.918334321890914,1.22393322372453
"94","states_1_5_336","Activating","No Known Liver Disease",0.263048101252469,0.0691943035725294,0.22315814898854,0.0497995594599912,94,1.38945613822387,1.22393322372453
"95","states_1_5_41","Activating","No Known Liver Disease",0.197014634233283,0.0388147661020743,0.265262810143616,0.070364358445288,95,0.551625381936152,1.22393322372453
"96","states_1_5_427","Activating","No Known Liver Disease",0.19024630114146,0.036193655098007,0.202895087336922,0.0411664164654573,96,0.879203443136154,1.22393322372453
