"","training","fam","f","type","n","out","perc","c2"
"1402","Discovery","RNA/DNA
Elements","UCON9#DNA_PIF-Harbinger","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1403","Discovery","RNA/DNA
Elements","X12_DNA#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1404","Discovery","RNA/DNA
Elements","X12_DNA#DNA_TcMar-Tigger","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1405","Discovery","RNA/DNA
Elements","X1_DNA#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1406","Discovery","RNA/DNA
Elements","X1_DNA#DNA_TcMar-Tigger","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1407","Discovery","RNA/DNA
Elements","X26_DNA#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"1408","Discovery","RNA/DNA
Elements","X26_DNA#DNA_TcMar-Tigger","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1409","Discovery","RNA/DNA
Elements","X30_DNA#DNA","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"1410","Discovery","RNA/DNA
Elements","X30_DNA#DNA","No Known Liver Disease",291,14,0.0481099656357388,"FALSE"
"1411","Discovery","RNA/DNA
Elements","X4b_DNA#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",71,10,0.140845070422535,"Advanced Fibrosis/Cirrhosis"
"1412","Discovery","RNA/DNA
Elements","X4b_DNA#DNA_TcMar-Tigger","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"1413","Discovery","RNA/DNA
Elements","X6a_DNA#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1414","Discovery","RNA/DNA
Elements","X6a_DNA#DNA_TcMar-Tigger","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1415","Discovery","RNA/DNA
Elements","X6b_DNA#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1416","Discovery","RNA/DNA
Elements","X6b_DNA#DNA_TcMar-Tigger","No Known Liver Disease",291,6,0.0206185567010309,"FALSE"
"1417","Discovery","RNA/DNA
Elements","X9a_DNA#DNA","Advanced Fibrosis/Cirrhosis",71,9,0.126760563380282,"Advanced Fibrosis/Cirrhosis"
"1418","Discovery","RNA/DNA
Elements","X9a_DNA#DNA","No Known Liver Disease",291,6,0.0206185567010309,"FALSE"
"1419","Discovery","RNA/DNA
Elements","X9b_DNA#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",71,11,0.154929577464789,"Advanced Fibrosis/Cirrhosis"
"1420","Discovery","RNA/DNA
Elements","X9b_DNA#DNA_TcMar-Tigger","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"1421","Discovery","RNA/DNA
Elements","Zaphod#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1422","Discovery","RNA/DNA
Elements","Zaphod#DNA_hAT-Tip100","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1423","Discovery","RNA/DNA
Elements","Zaphod2#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"1424","Discovery","RNA/DNA
Elements","Zaphod2#DNA_hAT-Tip100","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1425","Discovery","RNA/DNA
Elements","Zaphod3#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1426","Discovery","RNA/DNA
Elements","Zaphod3#DNA_hAT-Tip100","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1427","Discovery","RNA/DNA
Elements","Zaphod4a#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1428","Discovery","RNA/DNA
Elements","Zaphod4a#DNA_hAT-Tip100","No Known Liver Disease",291,14,0.0481099656357388,"FALSE"
"1429","Discovery","RNA/DNA
Elements","hAT-1_Mam#DNA_hAT-Tag1","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1430","Discovery","RNA/DNA
Elements","hAT-1_Mam#DNA_hAT-Tag1","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"1431","Discovery","RNA/DNA
Elements","hAT-5_Mam#DNA_hAT-Tag1","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1432","Discovery","RNA/DNA
Elements","hAT-5_Mam#DNA_hAT-Tag1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1433","Discovery","RNA/DNA
Elements","hAT-N1a_Mam#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1434","Discovery","RNA/DNA
Elements","hAT-N1a_Mam#DNA_hAT-Tip100","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"1435","Discovery","SINE","Alu#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1436","Discovery","SINE","Alu#SINE_Alu","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"1437","Discovery","SINE","AluJb#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1438","Discovery","SINE","AluJb#SINE_Alu","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"1439","Discovery","SINE","AluJo#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1440","Discovery","SINE","AluJo#SINE_Alu","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1441","Discovery","SINE","AluJr#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1442","Discovery","SINE","AluJr#SINE_Alu","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1443","Discovery","SINE","AluJr4#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1444","Discovery","SINE","AluJr4#SINE_Alu","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"1445","Discovery","SINE","AluSc#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1446","Discovery","SINE","AluSc#SINE_Alu","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1447","Discovery","SINE","AluSc8#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1448","Discovery","SINE","AluSc8#SINE_Alu","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1449","Discovery","SINE","AluSg#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1450","Discovery","SINE","AluSg#SINE_Alu","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1451","Discovery","SINE","AluSg4#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1452","Discovery","SINE","AluSg4#SINE_Alu","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1453","Discovery","SINE","AluSg7#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1454","Discovery","SINE","AluSg7#SINE_Alu","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1455","Discovery","SINE","AluSp#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1456","Discovery","SINE","AluSp#SINE_Alu","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1457","Discovery","SINE","AluSq#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1458","Discovery","SINE","AluSq#SINE_Alu","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1459","Discovery","SINE","AluSq2#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1460","Discovery","SINE","AluSq2#SINE_Alu","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"1461","Discovery","SINE","AluSx#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1462","Discovery","SINE","AluSx#SINE_Alu","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1463","Discovery","SINE","AluSx1#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1464","Discovery","SINE","AluSx1#SINE_Alu","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1465","Discovery","SINE","AluSx3#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1466","Discovery","SINE","AluSx3#SINE_Alu","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1467","Discovery","SINE","AluSx4#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1468","Discovery","SINE","AluSx4#SINE_Alu","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1469","Discovery","SINE","AluSz#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,9,0.126760563380282,"Advanced Fibrosis/Cirrhosis"
"1470","Discovery","SINE","AluSz#SINE_Alu","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1471","Discovery","SINE","AluSz6#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1472","Discovery","SINE","AluSz6#SINE_Alu","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1473","Discovery","SINE","AluY#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1474","Discovery","SINE","AluY#SINE_Alu","No Known Liver Disease",291,15,0.0515463917525773,"FALSE"
"1475","Discovery","SINE","AluYe5#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1476","Discovery","SINE","AluYe5#SINE_Alu","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1477","Discovery","SINE","AluYk2#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1478","Discovery","SINE","AluYk2#SINE_Alu","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1479","Discovery","SINE","AluYk3#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1480","Discovery","SINE","AluYk3#SINE_Alu","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1481","Discovery","SINE","AmnSINE1#SINE_5S-Deu-L2","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1482","Discovery","SINE","AmnSINE1#SINE_5S-Deu-L2","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"1483","Discovery","SINE","AmnSINE2#SINE_tRNA-Deu","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1484","Discovery","SINE","AmnSINE2#SINE_tRNA-Deu","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1485","Discovery","SINE","FLAM_A#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1486","Discovery","SINE","FLAM_A#SINE_Alu","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1487","Discovery","SINE","FLAM_C#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"1488","Discovery","SINE","FLAM_C#SINE_Alu","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1489","Discovery","SINE","FRAM#SINE_Alu","Advanced Fibrosis/Cirrhosis",71,9,0.126760563380282,"Advanced Fibrosis/Cirrhosis"
"1490","Discovery","SINE","FRAM#SINE_Alu","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1491","Discovery","SINE","LFSINE_Vert#SINE_tRNA","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1492","Discovery","SINE","LFSINE_Vert#SINE_tRNA","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1493","Discovery","SINE","MIR#SINE_MIR","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1494","Discovery","SINE","MIR#SINE_MIR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1495","Discovery","SINE","MIR1_Amn#SINE_MIR","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1496","Discovery","SINE","MIR1_Amn#SINE_MIR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1497","Discovery","SINE","MIR3#SINE_MIR","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1498","Discovery","SINE","MIR3#SINE_MIR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1499","Discovery","SINE","MIRb#SINE_MIR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1500","Discovery","SINE","MIRb#SINE_MIR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1501","Discovery","SINE","MIRc#SINE_MIR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1502","Discovery","SINE","MIRc#SINE_MIR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1503","Discovery","SINE","MamSINE1#SINE_tRNA-RTE","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1504","Discovery","SINE","MamSINE1#SINE_tRNA-RTE","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1505","Discovery","Satellite","(CATTC)n#Satellite","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1506","Discovery","Satellite","(CATTC)n#Satellite","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1507","Discovery","Satellite","(GAATG)n#Satellite","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1508","Discovery","Satellite","(GAATG)n#Satellite","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1509","Discovery","Satellite","2A1","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1510","Discovery","Satellite","2A1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1511","Discovery","Satellite","2A2","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1512","Discovery","Satellite","2A2","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1513","Discovery","Satellite","2B","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1514","Discovery","Satellite","2B","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"1515","Discovery","Satellite","3A2","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1516","Discovery","Satellite","3A2","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1517","Discovery","Satellite","3A3","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1518","Discovery","Satellite","3A3","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1519","Discovery","Satellite","3A5","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1520","Discovery","Satellite","3A5","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1521","Discovery","Satellite","3A6","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1522","Discovery","Satellite","3A6","No Known Liver Disease",291,5,0.0171821305841924,"FALSE"
"1523","Discovery","Satellite","3B1","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1524","Discovery","Satellite","3B1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1525","Discovery","Satellite","3B3","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1526","Discovery","Satellite","3B3","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1527","Discovery","Satellite","3B4","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1528","Discovery","Satellite","3B4","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1529","Discovery","Satellite","3B5","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1530","Discovery","Satellite","3B5","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1531","Discovery","Satellite","ALR_Alpha#Satellite_centr","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1532","Discovery","Satellite","ALR_Alpha#Satellite_centr","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"1533","Discovery","Satellite","BSR_Beta#Satellite","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"1534","Discovery","Satellite","BSR_Beta#Satellite","No Known Liver Disease",291,14,0.0481099656357388,"FALSE"
"1535","Discovery","Satellite","CER#Satellite","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1536","Discovery","Satellite","CER#Satellite","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1537","Discovery","Satellite","COMP-subunit_LSAU-BSAT_rnd-1_family-1#Satellite","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1538","Discovery","Satellite","COMP-subunit_LSAU-BSAT_rnd-1_family-1#Satellite","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1539","Discovery","Satellite","COMP-subunit_LSAU-BSAT_rnd-1_family-4#Satellite","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1540","Discovery","Satellite","COMP-subunit_LSAU-BSAT_rnd-1_family-4#Satellite","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1541","Discovery","Satellite","GSAT#Satellite_centr","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1542","Discovery","Satellite","GSAT#Satellite_centr","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1543","Discovery","Satellite","GSATII#Satellite_centr","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1544","Discovery","Satellite","GSATII#Satellite_centr","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1545","Discovery","Satellite","GSATX#Satellite_centr","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1546","Discovery","Satellite","GSATX#Satellite_centr","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1547","Discovery","Satellite","HSAT4#Satellite_centr","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1548","Discovery","Satellite","HSAT4#Satellite_centr","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1549","Discovery","Satellite","HSATI#Satellite","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1550","Discovery","Satellite","HSATI#Satellite","No Known Liver Disease",291,6,0.0206185567010309,"FALSE"
"1551","Discovery","Satellite","HSATII#Satellite","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1552","Discovery","Satellite","HSATII#Satellite","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1553","Discovery","Satellite","LSAU#Satellite","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1554","Discovery","Satellite","LSAU#Satellite","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1555","Discovery","Satellite","MSR1#Satellite","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1556","Discovery","Satellite","MSR1#Satellite","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1557","Discovery","Satellite","SAR#Satellite","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1558","Discovery","Satellite","SAR#Satellite","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1559","Discovery","Satellite","SAT-VAR_rnd-1_family-9#Satellite","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1560","Discovery","Satellite","SAT-VAR_rnd-1_family-9#Satellite","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1561","Discovery","Satellite","SAT-VAR_rnd-6_family-1431#Satellite","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1562","Discovery","Satellite","SAT-VAR_rnd-6_family-1431#Satellite","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1563","Discovery","Satellite","SAT-VAR_rnd-6_family-3554#Satellite","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1564","Discovery","Satellite","SAT-VAR_rnd-6_family-3554#Satellite","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1565","Discovery","Satellite","SATR1#Satellite","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1566","Discovery","Satellite","SATR1#Satellite","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1567","Discovery","Satellite","SATR2#Satellite","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1568","Discovery","Satellite","SATR2#Satellite","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1569","Discovery","Satellite","SAT_rnd-1_family-0#Satellite","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1570","Discovery","Satellite","SAT_rnd-1_family-0#Satellite","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1571","Discovery","Satellite","SST1#Satellite_centr","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1572","Discovery","Satellite","SST1#Satellite_centr","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1573","Validation","LINE","AmnL2-1#LINE_L2","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1574","Validation","LINE","AmnL2-1#LINE_L2","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1575","Validation","LINE","CR1-16_AMi#LINE_CR1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1576","Validation","LINE","CR1-16_AMi#LINE_CR1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1577","Validation","LINE","CR1-3_Croc#LINE_CR1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1578","Validation","LINE","CR1-3_Croc#LINE_CR1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1579","Validation","LINE","CR1_Mam#LINE_CR1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1580","Validation","LINE","CR1_Mam#LINE_CR1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1581","Validation","LINE","HAL1#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1582","Validation","LINE","HAL1#LINE_L1","No Known Liver Disease",106,0,0,"FALSE"
"1583","Validation","LINE","HAL1M8#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1584","Validation","LINE","HAL1M8#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1585","Validation","LINE","HAL1ME#LINE_L1","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"1586","Validation","LINE","HAL1ME#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1587","Validation","LINE","HAL1b#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1588","Validation","LINE","HAL1b#LINE_L1","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"1589","Validation","LINE","L1HS#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1590","Validation","LINE","L1HS#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"1591","Validation","LINE","L1M#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1592","Validation","LINE","L1M#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1593","Validation","LINE","L1M1#LINE_L1","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"1594","Validation","LINE","L1M1#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1595","Validation","LINE","L1M2#LINE_L1","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"1596","Validation","LINE","L1M2#LINE_L1","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"1597","Validation","LINE","L1M2a#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1598","Validation","LINE","L1M2a#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1599","Validation","LINE","L1M2b#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1600","Validation","LINE","L1M2b#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1601","Validation","LINE","L1M2c#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1602","Validation","LINE","L1M2c#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1603","Validation","LINE","L1M3#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1604","Validation","LINE","L1M3#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1605","Validation","LINE","L1M3a#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1606","Validation","LINE","L1M3a#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1607","Validation","LINE","L1M3b#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1608","Validation","LINE","L1M3b#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1609","Validation","LINE","L1M3c#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1610","Validation","LINE","L1M3c#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1611","Validation","LINE","L1M3d#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1612","Validation","LINE","L1M3d#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1613","Validation","LINE","L1M3de#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1614","Validation","LINE","L1M3de#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1615","Validation","LINE","L1M3e#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1616","Validation","LINE","L1M3e#LINE_L1","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"1617","Validation","LINE","L1M3f#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1618","Validation","LINE","L1M3f#LINE_L1","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"1619","Validation","LINE","L1M4#LINE_L1","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"1620","Validation","LINE","L1M4#LINE_L1","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
