"","training","fam","f","type","n","out","perc","c2"
"902","Discovery","LTR","MLT1G1#LTR_ERVL-MaLR","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"903","Discovery","LTR","MLT1G3#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"904","Discovery","LTR","MLT1G3#LTR_ERVL-MaLR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"905","Discovery","LTR","MLT1H#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"906","Discovery","LTR","MLT1H#LTR_ERVL-MaLR","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"907","Discovery","LTR","MLT1H1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"908","Discovery","LTR","MLT1H1#LTR_ERVL-MaLR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"909","Discovery","LTR","MLT1H2#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,2,0.028169014084507,"FALSE"
"910","Discovery","LTR","MLT1H2#LTR_ERVL-MaLR","No Known Liver Disease",291,15,0.0515463917525773,"FALSE"
"911","Discovery","LTR","MLT1I#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"912","Discovery","LTR","MLT1I#LTR_ERVL-MaLR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"913","Discovery","LTR","MLT1J#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"914","Discovery","LTR","MLT1J#LTR_ERVL-MaLR","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"915","Discovery","LTR","MLT1J-int#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"916","Discovery","LTR","MLT1J-int#LTR_ERVL-MaLR","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"917","Discovery","LTR","MLT1J1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"918","Discovery","LTR","MLT1J1#LTR_ERVL-MaLR","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"919","Discovery","LTR","MLT1J2#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"920","Discovery","LTR","MLT1J2#LTR_ERVL-MaLR","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"921","Discovery","LTR","MLT1K#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"922","Discovery","LTR","MLT1K#LTR_ERVL-MaLR","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"923","Discovery","LTR","MLT1L#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"924","Discovery","LTR","MLT1L#LTR_ERVL-MaLR","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"925","Discovery","LTR","MLT1M#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"926","Discovery","LTR","MLT1M#LTR_ERVL-MaLR","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"927","Discovery","LTR","MLT1N2#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"928","Discovery","LTR","MLT1N2#LTR_ERVL-MaLR","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"929","Discovery","LTR","MLT1O#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"930","Discovery","LTR","MLT1O#LTR_ERVL-MaLR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"931","Discovery","LTR","MLT2A1#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"932","Discovery","LTR","MLT2A1#LTR_ERVL","No Known Liver Disease",291,6,0.0206185567010309,"FALSE"
"933","Discovery","LTR","MLT2A2#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"934","Discovery","LTR","MLT2A2#LTR_ERVL","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"935","Discovery","LTR","MLT2B1#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"936","Discovery","LTR","MLT2B1#LTR_ERVL","No Known Liver Disease",291,18,0.0618556701030928,"FALSE"
"937","Discovery","LTR","MLT2B2#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"938","Discovery","LTR","MLT2B2#LTR_ERVL","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"939","Discovery","LTR","MLT2B3#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"940","Discovery","LTR","MLT2B3#LTR_ERVL","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"941","Discovery","LTR","MLT2B4#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"942","Discovery","LTR","MLT2B4#LTR_ERVL","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"943","Discovery","LTR","MLT2B5#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,2,0.028169014084507,"FALSE"
"944","Discovery","LTR","MLT2B5#LTR_ERVL","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"945","Discovery","LTR","MLT2C1#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"946","Discovery","LTR","MLT2C1#LTR_ERVL","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"947","Discovery","LTR","MLT2C2#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"948","Discovery","LTR","MLT2C2#LTR_ERVL","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"949","Discovery","LTR","MLT2D#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"950","Discovery","LTR","MLT2D#LTR_ERVL","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"951","Discovery","LTR","MLT2F#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"952","Discovery","LTR","MLT2F#LTR_ERVL","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"953","Discovery","LTR","MSTA#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"954","Discovery","LTR","MSTA#LTR_ERVL-MaLR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"955","Discovery","LTR","MSTA1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"956","Discovery","LTR","MSTA1#LTR_ERVL-MaLR","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"957","Discovery","LTR","MSTB#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"958","Discovery","LTR","MSTB#LTR_ERVL-MaLR","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"959","Discovery","LTR","MSTB1#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"960","Discovery","LTR","MSTB1#LTR_ERVL-MaLR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"961","Discovery","LTR","MSTB2#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"962","Discovery","LTR","MSTB2#LTR_ERVL-MaLR","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"963","Discovery","LTR","MSTC#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"964","Discovery","LTR","MSTC#LTR_ERVL-MaLR","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"965","Discovery","LTR","MSTD#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"966","Discovery","LTR","MSTD#LTR_ERVL-MaLR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"967","Discovery","LTR","MamGyp-int#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"968","Discovery","LTR","MamGyp-int#LTR_Gypsy","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"969","Discovery","LTR","MamGypLTR1a#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,1,0.0140845070422535,"FALSE"
"970","Discovery","LTR","MamGypLTR1a#LTR_Gypsy","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"971","Discovery","LTR","MamGypLTR1b#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"972","Discovery","LTR","MamGypLTR1b#LTR_Gypsy","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"973","Discovery","LTR","MamGypLTR1c#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"974","Discovery","LTR","MamGypLTR1c#LTR_Gypsy","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"975","Discovery","LTR","MamGypLTR1d#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"976","Discovery","LTR","MamGypLTR1d#LTR_Gypsy","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"977","Discovery","LTR","MamGypLTR2b#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"978","Discovery","LTR","MamGypLTR2b#LTR_Gypsy","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"979","Discovery","LTR","MamGypLTR2c#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"980","Discovery","LTR","MamGypLTR2c#LTR_Gypsy","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"981","Discovery","LTR","MamGypLTR3#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"982","Discovery","LTR","MamGypLTR3#LTR_Gypsy","No Known Liver Disease",291,14,0.0481099656357388,"FALSE"
"983","Discovery","LTR","MamGypLTR3a#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,1,0.0140845070422535,"FALSE"
"984","Discovery","LTR","MamGypLTR3a#LTR_Gypsy","No Known Liver Disease",291,15,0.0515463917525773,"FALSE"
"985","Discovery","LTR","MamGypLTR4#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"986","Discovery","LTR","MamGypLTR4#LTR_Gypsy","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"987","Discovery","LTR","MamGypsy2-I#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"988","Discovery","LTR","MamGypsy2-I#LTR_Gypsy","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"989","Discovery","LTR","MamGypsy2-LTR#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"990","Discovery","LTR","MamGypsy2-LTR#LTR_Gypsy","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"991","Discovery","LTR","MamRep1151#LTR","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"992","Discovery","LTR","MamRep1151#LTR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"993","Discovery","LTR","MamRep1527#LTR","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"994","Discovery","LTR","MamRep1527#LTR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"995","Discovery","LTR","MamRep605#LTR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"996","Discovery","LTR","MamRep605#LTR","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"997","Discovery","LTR","MamRep605b#LTR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"998","Discovery","LTR","MamRep605b#LTR","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"999","Discovery","LTR","PABL_A#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,9,0.126760563380282,"Advanced Fibrosis/Cirrhosis"
"1000","Discovery","LTR","PABL_A#LTR_ERV1","No Known Liver Disease",291,6,0.0206185567010309,"FALSE"
"1001","Discovery","LTR","PABL_B-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,2,0.028169014084507,"FALSE"
"1002","Discovery","LTR","PABL_B-int#LTR_ERV1","No Known Liver Disease",291,16,0.0549828178694158,"FALSE"
"1003","Discovery","LTR","PRIMA4-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1004","Discovery","LTR","PRIMA4-int#LTR_ERV1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1005","Discovery","LTR","PRIMA41-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"1006","Discovery","LTR","PRIMA41-int#LTR_ERV1","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1007","Discovery","LTR","PRIMA4_LTR#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1008","Discovery","LTR","PRIMA4_LTR#LTR_ERV1","No Known Liver Disease",291,14,0.0481099656357388,"FALSE"
"1009","Discovery","LTR","THE1A#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1010","Discovery","LTR","THE1A#LTR_ERVL-MaLR","No Known Liver Disease",291,6,0.0206185567010309,"FALSE"
"1011","Discovery","LTR","THE1B#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1012","Discovery","LTR","THE1B#LTR_ERVL-MaLR","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1013","Discovery","LTR","THE1C#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"1014","Discovery","LTR","THE1C#LTR_ERVL-MaLR","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1015","Discovery","LTR","THE1D#LTR_ERVL-MaLR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1016","Discovery","LTR","THE1D#LTR_ERVL-MaLR","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1017","Discovery","RNA/DNA
Elements","7SLRNA#srpRNA","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1018","Discovery","RNA/DNA
Elements","7SLRNA#srpRNA","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"1019","Discovery","RNA/DNA
Elements","AmnHarb1#DNA_PIF-Harbinger","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1020","Discovery","RNA/DNA
Elements","AmnHarb1#DNA_PIF-Harbinger","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1021","Discovery","RNA/DNA
Elements","Arthur1#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1022","Discovery","RNA/DNA
Elements","Arthur1#DNA_hAT-Tip100","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1023","Discovery","RNA/DNA
Elements","Arthur1A#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1024","Discovery","RNA/DNA
Elements","Arthur1A#DNA_hAT-Tip100","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"1025","Discovery","RNA/DNA
Elements","Arthur1B#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1026","Discovery","RNA/DNA
Elements","Arthur1B#DNA_hAT-Tip100","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"1027","Discovery","RNA/DNA
Elements","Arthur2#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1028","Discovery","RNA/DNA
Elements","Arthur2#DNA_hAT-Tip100","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1029","Discovery","RNA/DNA
Elements","BLACKJACK#DNA_hAT-Blackjack","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1030","Discovery","RNA/DNA
Elements","BLACKJACK#DNA_hAT-Blackjack","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"1031","Discovery","RNA/DNA
Elements","Chap1_Mam#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1032","Discovery","RNA/DNA
Elements","Chap1_Mam#DNA_hAT-Charlie","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1033","Discovery","RNA/DNA
Elements","Chap1a_Mam#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1034","Discovery","RNA/DNA
Elements","Chap1a_Mam#DNA_hAT-Charlie","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1035","Discovery","RNA/DNA
Elements","Charlie1#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1036","Discovery","RNA/DNA
Elements","Charlie1#DNA_hAT-Charlie","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"1037","Discovery","RNA/DNA
Elements","Charlie10#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1038","Discovery","RNA/DNA
Elements","Charlie10#DNA_hAT-Charlie","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1039","Discovery","RNA/DNA
Elements","Charlie13a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1040","Discovery","RNA/DNA
Elements","Charlie13a#DNA_hAT-Charlie","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1041","Discovery","RNA/DNA
Elements","Charlie13b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1042","Discovery","RNA/DNA
Elements","Charlie13b#DNA_hAT-Charlie","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"1043","Discovery","RNA/DNA
Elements","Charlie14a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,2,0.028169014084507,"FALSE"
"1044","Discovery","RNA/DNA
Elements","Charlie14a#DNA_hAT-Charlie","No Known Liver Disease",291,15,0.0515463917525773,"FALSE"
"1045","Discovery","RNA/DNA
Elements","Charlie15a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1046","Discovery","RNA/DNA
Elements","Charlie15a#DNA_hAT-Charlie","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1047","Discovery","RNA/DNA
Elements","Charlie15b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1048","Discovery","RNA/DNA
Elements","Charlie15b#DNA_hAT-Charlie","No Known Liver Disease",291,6,0.0206185567010309,"FALSE"
"1049","Discovery","RNA/DNA
Elements","Charlie16#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1050","Discovery","RNA/DNA
Elements","Charlie16#DNA_hAT-Charlie","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"1051","Discovery","RNA/DNA
Elements","Charlie16a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1052","Discovery","RNA/DNA
Elements","Charlie16a#DNA_hAT-Charlie","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"1053","Discovery","RNA/DNA
Elements","Charlie17#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"1054","Discovery","RNA/DNA
Elements","Charlie17#DNA_hAT-Charlie","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1055","Discovery","RNA/DNA
Elements","Charlie17a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1056","Discovery","RNA/DNA
Elements","Charlie17a#DNA_hAT-Charlie","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"1057","Discovery","RNA/DNA
Elements","Charlie17b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1058","Discovery","RNA/DNA
Elements","Charlie17b#DNA_hAT-Charlie","No Known Liver Disease",291,5,0.0171821305841924,"FALSE"
"1059","Discovery","RNA/DNA
Elements","Charlie18a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1060","Discovery","RNA/DNA
Elements","Charlie18a#DNA_hAT-Charlie","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"1061","Discovery","RNA/DNA
Elements","Charlie19a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1062","Discovery","RNA/DNA
Elements","Charlie19a#DNA_hAT-Charlie","No Known Liver Disease",291,15,0.0515463917525773,"FALSE"
"1063","Discovery","RNA/DNA
Elements","Charlie1a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1064","Discovery","RNA/DNA
Elements","Charlie1a#DNA_hAT-Charlie","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1065","Discovery","RNA/DNA
Elements","Charlie1b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1066","Discovery","RNA/DNA
Elements","Charlie1b#DNA_hAT-Charlie","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1067","Discovery","RNA/DNA
Elements","Charlie20a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1068","Discovery","RNA/DNA
Elements","Charlie20a#DNA_hAT-Charlie","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"1069","Discovery","RNA/DNA
Elements","Charlie21a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1070","Discovery","RNA/DNA
Elements","Charlie21a#DNA_hAT-Charlie","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"1071","Discovery","RNA/DNA
Elements","Charlie22a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1072","Discovery","RNA/DNA
Elements","Charlie22a#DNA_hAT-Charlie","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1073","Discovery","RNA/DNA
Elements","Charlie23a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"1074","Discovery","RNA/DNA
Elements","Charlie23a#DNA_hAT-Charlie","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"1075","Discovery","RNA/DNA
Elements","Charlie24#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,2,0.028169014084507,"FALSE"
"1076","Discovery","RNA/DNA
Elements","Charlie24#DNA_hAT-Charlie","No Known Liver Disease",291,14,0.0481099656357388,"FALSE"
"1077","Discovery","RNA/DNA
Elements","Charlie25#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"1078","Discovery","RNA/DNA
Elements","Charlie25#DNA_hAT-Charlie","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"1079","Discovery","RNA/DNA
Elements","Charlie29a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1080","Discovery","RNA/DNA
Elements","Charlie29a#DNA_hAT-Charlie","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"1081","Discovery","RNA/DNA
Elements","Charlie29b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1082","Discovery","RNA/DNA
Elements","Charlie29b#DNA_hAT-Charlie","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"1083","Discovery","RNA/DNA
Elements","Charlie2a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"1084","Discovery","RNA/DNA
Elements","Charlie2a#DNA_hAT-Charlie","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1085","Discovery","RNA/DNA
Elements","Charlie2b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,9,0.126760563380282,"Advanced Fibrosis/Cirrhosis"
"1086","Discovery","RNA/DNA
Elements","Charlie2b#DNA_hAT-Charlie","No Known Liver Disease",291,6,0.0206185567010309,"FALSE"
"1087","Discovery","RNA/DNA
Elements","Charlie3#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"1088","Discovery","RNA/DNA
Elements","Charlie3#DNA_hAT-Charlie","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"1089","Discovery","RNA/DNA
Elements","Charlie30a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"1090","Discovery","RNA/DNA
Elements","Charlie30a#DNA_hAT-Charlie","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
