"","tool","metric","score"
"343","cfDNA Fragmentome LCr Score","fnr",0.233562691131498
"344","cfDNA Fragmentome LCr Score","fnr",0.118193891102258
"345","cfDNA Fragmentome LCr Score","fnr",0.189041095890411
"346","cfDNA Fragmentome LCr Score","fnr",0.243564356435644
"347","cfDNA Fragmentome LCr Score","fnr",0.231477773327994
"348","cfDNA Fragmentome LCr Score","fnr",0.193702670386608
"349","cfDNA Fragmentome LCr Score","fnr",0.213414634146341
"350","cfDNA Fragmentome LCr Score","fnr",0.202333065164924
"351","cfDNA Fragmentome LCr Score","fnr",0.302863868183601
"352","cfDNA Fragmentome LCr Score","fnr",0.221404928282457
"353","cfDNA Fragmentome LCr Score","fnr",0.224062772449869
"354","cfDNA Fragmentome LCr Score","fnr",0.247827885808854
"355","cfDNA Fragmentome LCr Score","fnr",0.265489913544669
"356","cfDNA Fragmentome LCr Score","fnr",0.265436746987952
"357","cfDNA Fragmentome LCr Score","fnr",0.183318465655665
"358","cfDNA Fragmentome LCr Score","fnr",0.181338742393509
"359","cfDNA Fragmentome LCr Score","fnr",0.177958833619211
"360","cfDNA Fragmentome LCr Score","fnr",0.253179190751445
"361","cfDNA Fragmentome LCr Score","fnr",0.206391990758568
"362","cfDNA Fragmentome LCr Score","fnr",0.256455142231947
"363","cfDNA Fragmentome LCr Score","fnr",0.234240440923183
"364","cfDNA Fragmentome LCr Score","fnr",0.206086956521739
"365","cfDNA Fragmentome LCr Score","fnr",0.24653537563822
"366","cfDNA Fragmentome LCr Score","fnr",0.222174101342573
"367","cfDNA Fragmentome LCr Score","fnr",0.227705627705628
"368","cfDNA Fragmentome LCr Score","fnr",0.220401474805408
"369","cfDNA Fragmentome LCr Score","fnr",0.253866465484723
"370","cfDNA Fragmentome LCr Score","fnr",0.200160128102482
"371","cfDNA Fragmentome LCr Score","fnr",0.199279279279279
"372","cfDNA Fragmentome LCr Score","fnr",0.263402279442803
"373","cfDNA Fragmentome LCr Score","fnr",0.240346729708432
"374","cfDNA Fragmentome LCr Score","fnr",0.255309534568459
"375","cfDNA Fragmentome LCr Score","fnr",0.224598930481283
"376","cfDNA Fragmentome LCr Score","fnr",0.215862326973438
"377","cfDNA Fragmentome LCr Score","fnr",0.221859706362153
"378","cfDNA Fragmentome LCr Score","fnr",0.194300518134715
"379","cfDNA Fragmentome LCr Score","fnr",0.316699410609037
"380","cfDNA Fragmentome LCr Score","fnr",0.173546756529065
"381","cfDNA Fragmentome LCr Score","fnr",0.240748617609528
"382","cfDNA Fragmentome LCr Score","fnr",0.263292995966263
"383","cfDNA Fragmentome LCr Score","fnr",0.275762572135202
"384","cfDNA Fragmentome LCr Score","fnr",0.177476118652589
"385","cfDNA Fragmentome LCr Score","fnr",0.262936474547749
"386","cfDNA Fragmentome LCr Score","fnr",0.265659543109801
"387","cfDNA Fragmentome LCr Score","fnr",0.292780215396889
"388","cfDNA Fragmentome LCr Score","fnr",0.201740506329114
"389","cfDNA Fragmentome LCr Score","fnr",0.202892728003214
"390","cfDNA Fragmentome LCr Score","fnr",0.247417840375587
"391","cfDNA Fragmentome LCr Score","fnr",0.240845070422535
"392","cfDNA Fragmentome LCr Score","fnr",0.1675
"393","cfDNA Fragmentome LCr Score","fnr",0.195516162669447
"394","cfDNA Fragmentome LCr Score","fnr",0.225833685099198
"395","cfDNA Fragmentome LCr Score","fnr",0.220402084884587
"396","cfDNA Fragmentome LCr Score","fnr",0.18484555984556
"397","cfDNA Fragmentome LCr Score","fnr",0.173403853418965
"398","cfDNA Fragmentome LCr Score","fnr",0.229268292682927
"399","cfDNA Fragmentome LCr Score","fnr",0.275039123630673
"400","cfDNA Fragmentome LCr Score","fnr",0.200405679513185
"401","cfDNA Fragmentome LCr Score","fnr",0.230500582072177
